2.250139111085546233e+02	2.140132310099141932e+02	2.270140347628528730e+02
1.658259550372054605e+02	1.400282663882701684e+02	1.717753462858647140e+02
1.451815224797054782e+02	1.122226059435884054e+02	1.497033918804650341e+02
1.309178984675172330e+02	9.443329911820950429e+01	1.337572927583182718e+02
1.213330090227649976e+02	8.263647995585355943e+01	1.234350921055343235e+02
1.123834361991498696e+02	7.147500866656679364e+01	1.137482041673959259e+02
1.068771895346630316e+02	6.430987819436425923e+01	1.086302276008082259e+02
1.035593359764183248e+02	5.933308223103113477e+01	1.075243037601672569e+02
1.011239041599212953e+02	5.582696703382559633e+01	1.075948940617945340e+02
9.946498128729044197e+01	5.361507247464548698e+01	1.087008179024355172e+02
9.728054155045879270e+01	5.127766234317512328e+01	1.100852433359714979e+02
9.285671727367494555e+01	4.685387322481489036e+01	1.128501017687178489e+02
8.935845412440913549e+01	4.363015829903361009e+01	1.146933758823057161e+02
8.272277435336030749e+01	3.810039338369529105e+01	1.174582343150520813e+02
7.794598684896548946e+01	3.476685487137953601e+01	1.193014732702163343e+02
7.131031098440817573e+01	3.329225355037021217e+01	1.211447591032787159e+02
6.467458433546117647e+01	3.181765418260663836e+01	1.229879941519514404e+02
5.738003179945609844e+01	3.083719942700689387e+01	1.243371009957246969e+02
4.926972570585226663e+01	3.046855085467574753e+01	1.250744122037564381e+02
4.115941961224841350e+01	3.009990032909884050e+01	1.258116882533645793e+02
3.831217171091101648e+01	3.095093380219434209e+01	1.265254784760007567e+02
3.536296906889236169e+01	3.500608567704880869e+01	1.287373730351808661e+02
3.241376994271606549e+01	3.906123755190327529e+01	1.309492715008525181e+02
2.869589048166425016e+01	4.388505687021127244e+01	1.339298503013996537e+02
2.648398850015026085e+01	4.664995436787276617e+01	1.357731205084959925e+02
2.206018844361379649e+01	5.217971029828061802e+01	1.394595945123329841e+02
1.984828646209980363e+01	5.494456873102698324e+01	1.413028334674971802e+02
1.572254194172314357e+01	5.987819405665766226e+01	1.446912890468437354e+02
1.369496424637472920e+01	6.227443595030327117e+01	1.463502197324575889e+02
9.639810418274503689e+00	6.706688457917088897e+01	1.496680811036853811e+02
7.753421139163683584e+00	6.949839818468107921e+01	1.514328855222655932e+02
5.172870585318543490e+00	7.465949851107305335e+01	1.558567137055409546e+02
3.882592847306320039e+00	7.724004867426904752e+01	1.580685965452465496e+02
1.302041434033046619e+00	8.240118806557615017e+01	1.624923895700983110e+02
1.000061827149131721e+00	8.385225433782045457e+01	1.638572083227340102e+02
1.000061827149131721e+00	8.495817817846143782e+01	1.649631243503919791e+02
1.000061827149131721e+00	8.717007664413307566e+01	1.671750228160636311e+02
1.000061827149131721e+00	8.827604345618070170e+01	1.682809896281112003e+02
