13107	13107	39321
12560	14199	40413
12014	15291	41505
11468	16383	42597
10922	17476	43690
10376	18568	44782
9830	19660	45874
9284	20752	46966
8738	21845	48059
8191	22937	49151
7645	24029	50243
7099	25121	51335
6553	26214	52428
6007	27306	53520
5461	28398	54612
4915	29490	55704
4369	30583	56797
3822	31675	57889
3276	32767	58981
2730	33859	60073
2184	34952	61166
1638	36044	62258
1092	37136	63350
546	38228	64442
0	39321	65535
0	39321	65535
0	40413	62149
0	41505	58763
0	42597	55377
0	43690	51991
0	44782	48605
0	45874	45219
0	46966	41833
0	48059	38447
0	49151	35061
0	50243	31675
0	51335	28289
0	52428	24904
0	52428	24903
1040	52636	25131
2080	52844	25360
3120	53052	25589
4160	53260	25818
5201	53468	26047
6241	53676	26276
7281	53884	26504
8321	54092	26733
9362	54300	26962
10402	54508	27191
11442	54716	27420
12482	54924	27649
13523	55132	27877
14563	55340	28106
15603	55548	28335
16643	55756	28564
17684	55964	28793
18724	56172	29022
19764	56380	29250
20804	56588	29479
21845	56797	29708
22885	57005	29937
23925	57213	30166
24965	57421	30395
26005	57629	30624
27046	57837	30852
28086	58045	31081
29126	58253	31310
30166	58461	31539
31207	58669	31768
32247	58877	31997
33287	59085	32225
34327	59293	32454
35368	59501	32683
36408	59709	32912
37448	59917	33141
38488	60125	33370
39529	60333	33598
40569	60541	33827
41609	60749	34056
42649	60957	34285
43690	61166	34514
44730	61374	34743
45770	61582	34972
46810	61790	35200
47850	61998	35429
48891	62206	35658
49931	62414	35887
50971	62622	36116
52011	62830	36345
53052	63038	36573
54092	63246	36802
55132	63454	37031
56172	63662	37260
57213	63870	37489
58253	64078	37718
59293	64286	37946
60333	64494	38175
61374	64702	38404
62414	64910	38633
63454	65118	38862
64494	65326	39091
65535	65535	39320
65535	65535	39321
64932	64696	38940
64329	63857	38560
63726	63018	38180
63123	62179	37800
62520	61340	37420
61917	60501	37040
61314	59663	36660
60711	58824	36280
60108	57985	35900
59505	57146	35520
58902	56307	35139
58299	55468	34759
57697	54630	34379
57094	53791	33999
56491	52952	33619
55888	52113	33239
55285	51274	32859
54682	50435	32479
54079	49597	32099
53476	48758	31719
52873	47919	31338
52270	47080	30958
51667	46241	30578
51064	45402	30198
50462	44564	29818
49859	43725	29438
49256	42886	29058
48653	42047	28678
48050	41208	28298
47447	40369	27918
46844	39530	27537
46241	38692	27157
45638	37853	26777
45035	37014	26397
44432	36175	26017
43829	35336	25637
43226	34497	25257
42624	33659	24877
42021	32820	24497
41418	31981	24117
40815	31142	23736
40212	30303	23356
39609	29464	22976
39006	28626	22596
38403	27787	22216
37800	26948	21836
37197	26109	21456
36594	25270	21076
35991	24431	20696
35389	23593	20316
35388	23592	20315
35683	24003	20758
35979	24414	21201
36274	24825	21644
36570	25236	22088
36865	25647	22531
37161	26059	22974
37456	26470	23418
37752	26881	23861
38047	27292	24304
38343	27703	24748
38639	28115	25191
38934	28526	25634
39230	28937	26078
39525	29348	26521
39821	29759	26964
40116	30171	27408
40412	30582	27851
40707	30993	28294
41003	31404	28738
41298	31815	29181
41594	32227	29624
41890	32638	30068
42185	33049	30511
42481	33460	30954
42776	33871	31398
43072	34283	31841
43367	34694	32284
43663	35105	32728
43958	35516	33171
44254	35927	33614
44550	36339	34058
44845	36750	34501
45141	37161	34944
45436	37572	35388
45732	37983	35831
46027	38395	36274
46323	38806	36717
46618	39217	37161
46914	39628	37604
47209	40039	38047
47505	40451	38491
47801	40862	38934
48096	41273	39377
48392	41684	39821
48687	42095	40264
48983	42507	40707
49278	42918	41151
49574	43329	41594
49869	43740	42037
50165	44151	42481
50461	44563	42924
50756	44974	43367
51052	45385	43811
51347	45796	44254
51643	46207	44697
51938	46618	45141
52234	47030	45584
52529	47441	46027
52825	47852	46471
53120	48263	46914
53416	48674	47357
53712	49086	47801
54007	49497	48244
54303	49908	48687
54598	50319	49131
54894	50730	49574
55189	51142	50017
55485	51553	50461
55780	51964	50904
56076	52375	51347
56371	52786	51790
56667	53198	52234
56963	53609	52677
57258	54020	53120
57554	54431	53564
57849	54842	54007
58145	55254	54450
58440	55665	54894
58736	56076	55337
59031	56487	55780
59327	56898	56224
59623	57310	56667
59918	57721	57110
60214	58132	57554
60509	58543	57997
60805	58954	58440
61100	59366	58884
61396	59777	59327
61691	60188	59770
61987	60599	60214
62282	61010	60657
62578	61422	61100
62874	61833	61544
63169	62244	61987
63465	62655	62430
63760	63066	62874
64056	63478	63317
64351	63889	63760
64647	64300	64204
64942	64711	64647
65238	65122	65090
65534	65534	65534
