5.080000000000000426e+01	5.080000000000000426e+01	1.524000000000000057e+02
4.867994201571679724e+01	5.503236438544289655e+01	1.566323643854429122e+02
4.656375982299534400e+01	5.926472877088578883e+01	1.608647287708857903e+02
4.444757763027389785e+01	6.349709315632868112e+01	1.650970931563286968e+02
4.233139543755245171e+01	6.773333333333333428e+01	1.693333333333333144e+02
4.021521324483100557e+01	7.196569771877622657e+01	1.735656977187762209e+02
3.809903105210955943e+01	7.619806210421911885e+01	1.777980621042190990e+02
3.598284885938811328e+01	8.043042648966201114e+01	1.820304264896620055e+02
3.386666666666666714e+01	8.466666666666665719e+01	1.862666666666666515e+02
3.174660868238346012e+01	8.889903105210954948e+01	1.904990310521095580e+02
2.963042648966201398e+01	9.313139543755244176e+01	1.947313954375524645e+02
2.751424429694056784e+01	9.736375982299534826e+01	1.989637598229953426e+02
2.539806210421912169e+01	1.016000000000000085e+02	2.032000000000000171e+02
2.328187991149767200e+01	1.058323643854429008e+02	2.074323643854428951e+02
2.116569771877622586e+01	1.100647287708857931e+02	2.116647287708858016e+02
1.904951552605477971e+01	1.142970931563286854e+02	2.158970931563286797e+02
1.693333333333333357e+01	1.185333333333333314e+02	2.201333333333333542e+02
1.481327534905012655e+01	1.227656977187762237e+02	2.243656977187762323e+02
1.269709315632868041e+01	1.269980621042191160e+02	2.285980621042191387e+02
1.058091096360723249e+01	1.312304264896620225e+02	2.328304264896620168e+02
8.464728770885786346e+00	1.354666666666666686e+02	2.370666666666666629e+02
6.348546578164340204e+00	1.396990310521095751e+02	2.412990310521095410e+02
4.232364385442893173e+00	1.439313954375524531e+02	2.455313954375524474e+02
2.116182192721446587e+00	1.481637598229953596e+02	2.497637598229953255e+02
0.000000000000000000e+00	1.524000000000000057e+02	2.540000000000000000e+02
0.000000000000000000e+00	1.524000000000000057e+02	2.540000000000000000e+02
0.000000000000000000e+00	1.566323643854429122e+02	2.408765697718776266e+02
0.000000000000000000e+00	1.608647287708857903e+02	2.277531395437552533e+02
0.000000000000000000e+00	1.650970931563286968e+02	2.146297093156328799e+02
0.000000000000000000e+00	1.693333333333333144e+02	2.015062790875104781e+02
0.000000000000000000e+00	1.735656977187762209e+02	1.883828488593881332e+02
0.000000000000000000e+00	1.777980621042190990e+02	1.752594186312657314e+02
0.000000000000000000e+00	1.820304264896620055e+02	1.621359884031433580e+02
0.000000000000000000e+00	1.862666666666666515e+02	1.490125581750209847e+02
0.000000000000000000e+00	1.904990310521095580e+02	1.358891279468986113e+02
0.000000000000000000e+00	1.947313954375524645e+02	1.227656977187762237e+02
0.000000000000000000e+00	1.989637598229953426e+02	1.096422674906538504e+02
0.000000000000000000e+00	2.032000000000000171e+02	9.652271305409323077e+01
0.000000000000000000e+00	2.032000000000000171e+02	9.651883726253146278e+01
4.030823224231326662e+00	2.040061646448462795e+02	9.740251773861295703e+01
8.061646448462653325e+00	2.048123292896925420e+02	9.829007400625620505e+01
1.209246967269397999e+01	2.056184939345388045e+02	9.917763027389943886e+01
1.612329289692530665e+01	2.064246585793850670e+02	1.000651865415426869e+02
2.015799191271839419e+01	2.072308232242313295e+02	1.009527428091859207e+02
2.418881513694972085e+01	2.080369878690775920e+02	1.018402990768291829e+02
2.821963836118104751e+01	2.088431525139238545e+02	1.027239795529106630e+02
3.225046158541237418e+01	2.096493171587701170e+02	1.036115358205538968e+02
3.628516060120546172e+01	2.104554818036164079e+02	1.044990920881971448e+02
4.031598382543678838e+01	2.112616464484626704e+02	1.053866483558403928e+02
4.434680704966811504e+01	2.120678110933089329e+02	1.062742046234836408e+02
4.837763027389944170e+01	2.128739757381551954e+02	1.071617608911268746e+02
5.241232928969252924e+01	2.136801403830014578e+02	1.080454413672083547e+02
5.644315251392385591e+01	2.144863050278477203e+02	1.089329976348516027e+02
6.047397573815518257e+01	2.152924696726939828e+02	1.098205539024948507e+02
6.450479896238650213e+01	2.160986343175402453e+02	1.107081101701380987e+02
6.853949797817959677e+01	2.169047989623865078e+02	1.115956664377813325e+02
7.257032120241092343e+01	2.177109636072327703e+02	1.124832227054245806e+02
7.660114442664225010e+01	2.185171282520790612e+02	1.133669031815060748e+02
8.063196765087357676e+01	2.193232928969253237e+02	1.142544594491493086e+02
8.466666666666665719e+01	2.201333333333333542e+02	1.151420157167925566e+02
8.869748989089798386e+01	2.209394979781796167e+02	1.160295719844357905e+02
9.272831311512931052e+01	2.217456626230258792e+02	1.169171282520790385e+02
9.675913633936063718e+01	2.225518272678721416e+02	1.178046845197222865e+02
1.007899595635919638e+02	2.233579919127184041e+02	1.186922407873655345e+02
1.048246585793850585e+02	2.241641565575646666e+02	1.195759212634470146e+02
1.088554818036163852e+02	2.249703212024109291e+02	1.204634775310902484e+02
1.128863050278477118e+02	2.257764858472571916e+02	1.213510337987335106e+02
1.169171282520790385e+02	2.265826504921034825e+02	1.222385900663767444e+02
1.209518272678721189e+02	2.273888151369497450e+02	1.231261463340199924e+02
1.249826504921034456e+02	2.281949797817960075e+02	1.240137026016632262e+02
1.290134737163347722e+02	2.290011444266422700e+02	1.248973830777447063e+02
1.330442969405661131e+02	2.298073090714885325e+02	1.257849393453879685e+02
1.370789959563591935e+02	2.306134737163347950e+02	1.266724956130312023e+02
1.411098191805905344e+02	2.314196383611810575e+02	1.275600518806744503e+02
1.451406424048218469e+02	2.322258030060273200e+02	1.284476081483176984e+02
1.491714656290531877e+02	2.330319676508735824e+02	1.293351644159609179e+02
1.532061646448462682e+02	2.338381322957198449e+02	1.302188448920423980e+02
1.572369878690776090e+02	2.346442969405661358e+02	1.311064011596856744e+02
1.612678110933089215e+02	2.354504615854123983e+02	1.319939574273289224e+02
1.652986343175402624e+02	2.362566262302586608e+02	1.328815136949721705e+02
1.693333333333333144e+02	2.370666666666666629e+02	1.337690699626153901e+02
1.733641565575646553e+02	2.378728313115129254e+02	1.346566262302586381e+02
1.773949797817959677e+02	2.386789959563591879e+02	1.355441824979018861e+02
